,metal_amount_mmol,ligand_amount_mmol,reductant_amount_mmol,sol1_vol_mL,solv2_vol_mL,time_min,temp_c,7,8,9,10,11,size_nm,g_factor*10^4.1
152,0.849050813094588,0.14696960991120941,0.05712494021113076,-0.5836952094566232,0.9273444585759938,-0.47767552793158313,-0.17637467681888483,1.0,72.0,15.0,9.0,2.0,2.1,None
153,1.6849443739004435,-0.032890409711976244,0.05712494021113076,-0.5836952094566232,1.1348447159235602,-0.014339966686141093,-0.17637467681888483,1.0,12.0,15.0,9.0,5.0,7.4,0.212236978
154,1.6849443739004435,-0.032890409711976244,0.27427277114039,-0.5836952094566232,1.1348447159235602,-0.014339966686141093,-0.17637467681888483,1.0,15.0,15.0,9.0,5.0,3.5,10.61184889
155,-0.37692640942066696,-0.05287485633677462,-0.18173767381105443,-0.757550124193769,-0.4317822270505656,-0.014339966686141093,-0.9970068536845296,1.0,16.0,15.0,9.0,2.0,1,0
156,-0.37692640942066696,-0.05287485633677462,-0.16870880395529889,-0.757550124193769,-0.4317822270505656,-0.014339966686141093,-0.9970068536845296,1.0,71.0,15.0,9.0,2.0,1,15.15151515
170,0.5704196261593028,0.047047376787217404,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,1.0,79.0,15.0,9.0,4.0,0.57,4.85113092
171,0.5704196261593028,0.047047376787217404,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,1.0,79.0,15.0,9.0,4.0,1.18,2.42556546
172,0.5704196261593028,0.047047376787217404,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,1.0,79.0,15.0,9.0,4.0,1.75,1.21278273
173,1.963575560835729,1.545880873647098,-0.2604537625229109,0.6435159533938174,3.6248478040943564,-0.5355924730872634,-0.17637467681888483,1.0,49.0,15.0,9.0,4.0,1,5
186,6.254495839639121,4.633477877178452,1.3600119257866863,1.2571215348190379,3.6248478040943564,-0.5935094182429437,-0.9970068536845296,1.0,22.0,15.0,9.0,4.0,1,4.7
187,6.254495839639121,4.633477877178452,1.3600119257866863,1.2571215348190379,3.6248478040943564,-0.5935094182429437,-0.9970068536845296,1.0,17.0,15.0,9.0,4.0,1,0
188,1.963575560835729,1.545880873647098,7.874446853664463,0.6435159533938174,3.6248478040943564,-0.5355924730872634,-0.17637467681888483,1.0,49.0,15.0,9.0,4.0,0.7,4
189,1.963575560835729,1.545880873647098,7.874446853664463,0.6435159533938174,3.6248478040943564,-0.5355924730872634,-0.17637467681888483,1.0,49.0,15.0,9.0,4.0,0.8,1
190,1.963575560835729,1.545880873647098,7.874446853664463,0.6435159533938174,3.6248478040943564,-0.5355924730872634,-0.17637467681888483,1.0,49.0,15.0,9.0,4.0,0.9,1
191,-0.8192534186804323,-0.4524139054830568,-0.2684882322672935,-0.7458916181466898,-0.5251573428569705,-0.6514263633986239,-0.9970068536845296,6.0,39.0,15.0,9.0,1.0,20,0
192,-0.8192534186804323,-0.4524139054830568,-0.2684882322672935,-0.7458916181466898,-0.5251573428569705,-0.6514263633986239,-0.9970068536845296,6.0,37.0,15.0,9.0,1.0,20,0
197,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.17462482183980965,-0.006406699488054628,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,1.05,15
198,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.17462482183980965,-0.006406699488054628,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,1.3,10
